DataSet,DataType,Compressor,Encoding,Insert Time,Select Time
ingestion/FLOAT,FLOAT,SNAPPY,SPRINTZ,0.053783607482910153,0.011691737174987792
ingestion/FLOAT,FLOAT,SNAPPY,RLBE,0.054929709434509276,0.012587594985961913
ingestion/FLOAT,FLOAT,GZIP,RAKE,0.05511078834533691,0.008739805221557618
ingestion/FLOAT,FLOAT,GZIP,RLE,0.05600647926330567,0.02103729248046875
ingestion/FLOAT,FLOAT,GZIP,TS_2DIFF,0.056902098655700686,0.019782137870788575
ingestion/FLOAT,FLOAT,GZIP,GORILLA,0.053730559349060056,0.011314010620117188
ingestion/FLOAT,FLOAT,GZIP,PLAIN,0.05390346050262451,0.01008758544921875
ingestion/FLOAT,FLOAT,GZIP,SPRINTZ,0.054276227951049805,0.010448932647705078
ingestion/FLOAT,FLOAT,GZIP,RLBE,0.05338578224182129,0.011178350448608399
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RAKE,0.05740745067596435,0.00960853099822998
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLE,0.05563740730285645,0.01978633403778076
ingestion/FLOAT,FLOAT,UNCOMPRESSED,TS_2DIFF,0.05702526569366455,0.019924640655517578
ingestion/FLOAT,FLOAT,UNCOMPRESSED,GORILLA,0.05236513614654541,0.009606695175170899
ingestion/FLOAT,FLOAT,UNCOMPRESSED,PLAIN,0.05507314205169678,0.00978679656982422
ingestion/FLOAT,FLOAT,UNCOMPRESSED,SPRINTZ,0.05563232898712158,0.011298298835754395
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLBE,0.055520486831665036,0.013604283332824707
ingestion/FLOAT,FLOAT,LZ4,RAKE,0.05732293128967285,0.011715316772460937
ingestion/FLOAT,FLOAT,LZ4,RLE,0.05410442352294922,0.02128438949584961
ingestion/FLOAT,FLOAT,LZ4,TS_2DIFF,0.05455400943756104,0.021918225288391113
ingestion/FLOAT,FLOAT,LZ4,GORILLA,0.05683612823486328,0.010449385643005371
ingestion/FLOAT,FLOAT,LZ4,PLAIN,0.05532205104827881,0.010980868339538574
ingestion/FLOAT,FLOAT,LZ4,SPRINTZ,0.055270957946777347,0.01187460422515869
ingestion/FLOAT,FLOAT,LZ4,RLBE,0.05414490699768067,0.011510658264160156
ingestion/FLOAT,FLOAT,SNAPPY,RAKE,0.07371375560760499,0.017900967597961427
ingestion/FLOAT,FLOAT,SNAPPY,RLE,0.044400501251220706,0.02827575206756592
ingestion/FLOAT,FLOAT,SNAPPY,TS_2DIFF,0.04481499195098877,0.029938006401062013
ingestion/FLOAT,FLOAT,SNAPPY,GORILLA,0.04536588191986084,0.02024099826812744
ingestion/FLOAT,FLOAT,SNAPPY,PLAIN,0.043447113037109374,0.021600055694580077
ingestion/FLOAT,FLOAT,SNAPPY,SPRINTZ,0.043715810775756835,0.023903083801269532
ingestion/FLOAT,FLOAT,SNAPPY,RLBE,0.04460787773132324,0.02501676082611084
ingestion/FLOAT,FLOAT,GZIP,RAKE,0.043863654136657715,0.023364162445068358
ingestion/FLOAT,FLOAT,GZIP,RLE,0.04589405059814453,0.035294294357299805
ingestion/FLOAT,FLOAT,GZIP,TS_2DIFF,0.04418160915374756,0.035087418556213376
ingestion/FLOAT,FLOAT,GZIP,GORILLA,0.04430966377258301,0.024098873138427734
ingestion/FLOAT,FLOAT,GZIP,PLAIN,0.04474685192108154,0.0232572078704834
ingestion/FLOAT,FLOAT,GZIP,SPRINTZ,0.046892619132995604,0.024225807189941405
ingestion/FLOAT,FLOAT,GZIP,RLBE,0.045161199569702146,0.02857213020324707
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RAKE,0.04478893280029297,0.025627899169921874
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLE,0.04463210105895996,0.039098072052001956
ingestion/FLOAT,FLOAT,UNCOMPRESSED,TS_2DIFF,0.046811914443969725,0.03946070671081543
ingestion/FLOAT,FLOAT,UNCOMPRESSED,GORILLA,0.04589643478393555,0.027791309356689452
ingestion/FLOAT,FLOAT,UNCOMPRESSED,PLAIN,0.046282720565795896,0.02914910316467285
ingestion/FLOAT,FLOAT,UNCOMPRESSED,SPRINTZ,0.044459295272827146,0.028151583671569825
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLBE,0.043333792686462404,0.03245222568511963
ingestion/FLOAT,FLOAT,LZ4,RAKE,0.04527175426483154,0.03005061149597168
ingestion/FLOAT,FLOAT,LZ4,RLE,0.04522101879119873,0.04383299350738525
ingestion/FLOAT,FLOAT,LZ4,TS_2DIFF,0.04349484443664551,0.04437975883483887
ingestion/FLOAT,FLOAT,LZ4,GORILLA,0.04363088607788086,0.033233237266540525
ingestion/FLOAT,FLOAT,LZ4,PLAIN,0.046767234802246094,0.03510866165161133
ingestion/FLOAT,FLOAT,LZ4,SPRINTZ,0.045163202285766604,0.03397958278656006
ingestion/FLOAT,FLOAT,LZ4,RLBE,0.04525027275085449,0.035372018814086914
ingestion/FLOAT,FLOAT,SNAPPY,RAKE,0.07875416278839112,0.0316986083984375
ingestion/FLOAT,FLOAT,SNAPPY,RLE,0.049283838272094725,0.04177877902984619
ingestion/FLOAT,FLOAT,SNAPPY,TS_2DIFF,0.05012900829315185,0.043564796447753906
ingestion/FLOAT,FLOAT,SNAPPY,GORILLA,0.047630691528320314,0.033151102066040036
ingestion/FLOAT,FLOAT,SNAPPY,PLAIN,0.04754548072814942,0.034647440910339354
ingestion/FLOAT,FLOAT,SNAPPY,SPRINTZ,0.048589324951171874,0.03473055362701416
ingestion/FLOAT,FLOAT,SNAPPY,RLBE,0.04956316947937012,0.041112208366394044
ingestion/FLOAT,FLOAT,GZIP,RAKE,0.05182263851165771,0.0327946662902832
ingestion/FLOAT,FLOAT,GZIP,RLE,0.05054647922515869,0.042605018615722655
ingestion/FLOAT,FLOAT,GZIP,TS_2DIFF,0.04827625751495361,0.0429919958114624
ingestion/FLOAT,FLOAT,GZIP,GORILLA,0.05043208599090576,0.03729996681213379
ingestion/FLOAT,FLOAT,GZIP,PLAIN,0.04883730411529541,0.036271095275878906
ingestion/FLOAT,FLOAT,GZIP,SPRINTZ,0.05135369300842285,0.03745489120483399
ingestion/FLOAT,FLOAT,GZIP,RLBE,0.05153918266296387,0.0508425235748291
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RAKE,0.050571632385253903,0.03868775367736817
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLE,0.04825246334075928,0.04548006057739258
ingestion/FLOAT,FLOAT,UNCOMPRESSED,TS_2DIFF,0.05055458545684814,0.046828174591064455
ingestion/FLOAT,FLOAT,UNCOMPRESSED,GORILLA,0.05200495719909668,0.03839542865753174
ingestion/FLOAT,FLOAT,UNCOMPRESSED,PLAIN,0.05042409896850586,0.039596939086914064
ingestion/FLOAT,FLOAT,UNCOMPRESSED,SPRINTZ,0.05291779041290283,0.04116165637969971
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLBE,0.05098934173583984,0.05281774997711182
ingestion/FLOAT,FLOAT,LZ4,RAKE,0.05049047470092773,0.04756121635437012
ingestion/FLOAT,FLOAT,LZ4,RLE,0.051145529747009276,0.04827308654785156
ingestion/FLOAT,FLOAT,LZ4,TS_2DIFF,0.04998948574066162,0.05136659145355225
ingestion/FLOAT,FLOAT,LZ4,GORILLA,0.050049996376037596,0.04304792881011963
ingestion/FLOAT,FLOAT,LZ4,PLAIN,0.05202183723449707,0.04306900501251221
ingestion/FLOAT,FLOAT,LZ4,SPRINTZ,0.05095791816711426,0.04282667636871338
ingestion/FLOAT,FLOAT,LZ4,RLBE,0.05055911540985107,0.059240198135375975
ingestion/FLOAT,FLOAT,SNAPPY,RAKE,0.04218699932098389,0.04340109825134277
ingestion/FLOAT,FLOAT,SNAPPY,RLE,0.04124062061309815,0.0481548547744751
ingestion/FLOAT,FLOAT,SNAPPY,TS_2DIFF,0.0426445484161377,0.04731640815734863
ingestion/FLOAT,FLOAT,SNAPPY,GORILLA,0.04053666591644287,0.04738924503326416
ingestion/FLOAT,FLOAT,SNAPPY,PLAIN,0.03839900493621826,0.04808335304260254
ingestion/FLOAT,FLOAT,SNAPPY,SPRINTZ,0.04074625968933106,0.046494126319885254
ingestion/FLOAT,FLOAT,SNAPPY,RLBE,0.03918635845184326,0.0465761661529541
ingestion/FLOAT,FLOAT,GZIP,RAKE,0.03914198875427246,0.048532414436340335
ingestion/FLOAT,FLOAT,GZIP,RLE,0.03932511806488037,0.0513538122177124
ingestion/FLOAT,FLOAT,GZIP,TS_2DIFF,0.04121754169464111,0.05089123249053955
ingestion/FLOAT,FLOAT,GZIP,GORILLA,0.03941793441772461,0.04885237216949463
ingestion/FLOAT,FLOAT,GZIP,PLAIN,0.04074411392211914,0.05243532657623291
ingestion/FLOAT,FLOAT,GZIP,SPRINTZ,0.0399360179901123,0.050393414497375486
ingestion/FLOAT,FLOAT,GZIP,RLBE,0.04018416404724121,0.05216870307922363
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RAKE,0.03822712898254395,0.05008080005645752
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLE,0.039926767349243164,0.05270161628723145
ingestion/FLOAT,FLOAT,UNCOMPRESSED,TS_2DIFF,0.0400273323059082,0.051418519020080565
ingestion/FLOAT,FLOAT,UNCOMPRESSED,GORILLA,0.039860200881958005,0.052105164527893065
ingestion/FLOAT,FLOAT,UNCOMPRESSED,PLAIN,0.03967571258544922,0.05039598941802979
ingestion/FLOAT,FLOAT,UNCOMPRESSED,SPRINTZ,0.038100910186767575,0.0514789342880249
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLBE,0.03929836750030517,0.05285203456878662
ingestion/FLOAT,FLOAT,LZ4,RAKE,0.040812015533447266,0.0544870138168335
ingestion/FLOAT,FLOAT,LZ4,RLE,0.03985662460327148,0.05311741828918457
ingestion/FLOAT,FLOAT,LZ4,TS_2DIFF,0.04030473232269287,0.05440359115600586
ingestion/FLOAT,FLOAT,LZ4,GORILLA,0.03881890773773193,0.05190300941467285
ingestion/FLOAT,FLOAT,LZ4,PLAIN,0.03953342437744141,0.05431296825408936
ingestion/FLOAT,FLOAT,LZ4,SPRINTZ,0.03862471580505371,0.053176140785217284
ingestion/FLOAT,FLOAT,LZ4,RLBE,0.039985942840576175,0.05571732521057129
ingestion/FLOAT,FLOAT,SNAPPY,RAKE,0.041035819053649905,0.05462014675140381
ingestion/FLOAT,FLOAT,SNAPPY,RLE,0.04008517265319824,0.06094262599945068
ingestion/FLOAT,FLOAT,SNAPPY,TS_2DIFF,0.04147846698760986,0.061473417282104495
ingestion/FLOAT,FLOAT,SNAPPY,GORILLA,0.03962464332580566,0.0556807279586792
ingestion/FLOAT,FLOAT,SNAPPY,PLAIN,0.04002830982208252,0.05660378932952881
ingestion/FLOAT,FLOAT,SNAPPY,SPRINTZ,0.03930230140686035,0.055783629417419434
ingestion/FLOAT,FLOAT,SNAPPY,RLBE,0.041081595420837405,0.05807149410247803
ingestion/FLOAT,FLOAT,GZIP,RAKE,0.040564107894897464,0.05799562931060791
ingestion/FLOAT,FLOAT,GZIP,RLE,0.039717602729797366,0.06327638626098633
ingestion/FLOAT,FLOAT,GZIP,TS_2DIFF,0.04081981182098389,0.06356158256530761
ingestion/FLOAT,FLOAT,GZIP,GORILLA,0.04014623165130615,0.05783798694610596
ingestion/FLOAT,FLOAT,GZIP,PLAIN,0.0413041353225708,0.05993783473968506
ingestion/FLOAT,FLOAT,GZIP,SPRINTZ,0.040570855140686035,0.05843396186828613
ingestion/FLOAT,FLOAT,GZIP,RLBE,0.04000382423400879,0.06007227897644043
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RAKE,0.03967792987823486,0.0603672981262207
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLE,0.0396176815032959,0.06435461044311523
ingestion/FLOAT,FLOAT,UNCOMPRESSED,TS_2DIFF,0.04081978797912598,0.06616744995117188
ingestion/FLOAT,FLOAT,UNCOMPRESSED,GORILLA,0.04007043838500977,0.061596798896789554
ingestion/FLOAT,FLOAT,UNCOMPRESSED,PLAIN,0.04172224998474121,0.06189482212066651
ingestion/FLOAT,FLOAT,UNCOMPRESSED,SPRINTZ,0.04039897918701172,0.062349534034729
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLBE,0.04054746627807617,0.05975019931793213
ingestion/FLOAT,FLOAT,LZ4,RAKE,0.04112067222595215,0.02576723098754883
ingestion/FLOAT,FLOAT,LZ4,RLE,0.04223308563232422,0.031984353065490724
ingestion/FLOAT,FLOAT,LZ4,TS_2DIFF,0.04049558639526367,0.03126800060272217
ingestion/FLOAT,FLOAT,LZ4,GORILLA,0.04214320182800293,0.026535630226135254
ingestion/FLOAT,FLOAT,LZ4,PLAIN,0.03974807262420654,0.02597486972808838
ingestion/FLOAT,FLOAT,LZ4,SPRINTZ,0.04036562442779541,0.026567363739013673
ingestion/FLOAT,FLOAT,LZ4,RLBE,0.04110617637634277,0.02712123394012451
ingestion/FLOAT,FLOAT,SNAPPY,RAKE,0.045277762413024905,0.030986571311950685
ingestion/FLOAT,FLOAT,SNAPPY,RLE,0.04527406692504883,0.04139137268066406
ingestion/FLOAT,FLOAT,SNAPPY,TS_2DIFF,0.04516942501068115,0.04230866432189941
ingestion/FLOAT,FLOAT,SNAPPY,GORILLA,0.045072507858276364,0.026785063743591308
ingestion/FLOAT,FLOAT,SNAPPY,PLAIN,0.04492616653442383,0.027275776863098143
ingestion/FLOAT,FLOAT,SNAPPY,SPRINTZ,0.04572713375091553,0.028330683708190918
ingestion/FLOAT,FLOAT,SNAPPY,RLBE,0.047920608520507814,0.03628203868865967
ingestion/FLOAT,FLOAT,GZIP,RAKE,0.045841526985168454,0.025544333457946777
ingestion/FLOAT,FLOAT,GZIP,RLE,0.045125389099121095,0.03736634254455566
ingestion/FLOAT,FLOAT,GZIP,TS_2DIFF,0.046412205696105956,0.03866262435913086
ingestion/FLOAT,FLOAT,GZIP,GORILLA,0.04667420387268066,0.03088541030883789
ingestion/FLOAT,FLOAT,GZIP,PLAIN,0.04682083129882812,0.02987060546875
ingestion/FLOAT,FLOAT,GZIP,SPRINTZ,0.04585092067718506,0.028859448432922364
ingestion/FLOAT,FLOAT,GZIP,RLBE,0.04800901412963867,0.034715676307678224
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RAKE,0.047709083557128905,0.03140854835510254
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLE,0.047730875015258786,0.037298965454101565
ingestion/FLOAT,FLOAT,UNCOMPRESSED,TS_2DIFF,0.048749232292175294,0.03686881065368652
ingestion/FLOAT,FLOAT,UNCOMPRESSED,GORILLA,0.044840025901794436,0.028284072875976562
ingestion/FLOAT,FLOAT,UNCOMPRESSED,PLAIN,0.04493148326873779,0.029185223579406738
ingestion/FLOAT,FLOAT,UNCOMPRESSED,SPRINTZ,0.048996567726135254,0.031255245208740234
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLBE,0.046926569938659665,0.03744571208953858
ingestion/FLOAT,FLOAT,LZ4,RAKE,0.0469365119934082,0.03254268169403076
ingestion/FLOAT,FLOAT,LZ4,RLE,0.045951247215270996,0.04045212268829346
ingestion/FLOAT,FLOAT,LZ4,TS_2DIFF,0.046241259574890135,0.042536258697509766
ingestion/FLOAT,FLOAT,LZ4,GORILLA,0.047816348075866696,0.031729507446289065
ingestion/FLOAT,FLOAT,LZ4,PLAIN,0.046463847160339355,0.032039475440979
ingestion/FLOAT,FLOAT,LZ4,SPRINTZ,0.04630277156829834,0.03152921199798584
ingestion/FLOAT,FLOAT,LZ4,RLBE,0.04698357582092285,0.04200124740600586
ingestion/FLOAT,FLOAT,SNAPPY,RAKE,0.09780712127685547,0.029881858825683595
ingestion/FLOAT,FLOAT,SNAPPY,RLE,0.04390401840209961,0.035952210426330566
ingestion/FLOAT,FLOAT,SNAPPY,TS_2DIFF,0.041985726356506346,0.03198165893554687
ingestion/FLOAT,FLOAT,SNAPPY,GORILLA,0.041314196586608884,0.03217868804931641
ingestion/FLOAT,FLOAT,SNAPPY,PLAIN,0.04132797718048096,0.03176703453063965
ingestion/FLOAT,FLOAT,SNAPPY,SPRINTZ,0.04229533672332764,0.03386642932891846
ingestion/FLOAT,FLOAT,SNAPPY,RLBE,0.041903567314147946,0.03217024803161621
ingestion/FLOAT,FLOAT,GZIP,RAKE,0.04299893379211426,0.03209686279296875
ingestion/FLOAT,FLOAT,GZIP,RLE,0.04157490730285644,0.032381868362426756
ingestion/FLOAT,FLOAT,GZIP,TS_2DIFF,0.042240476608276366,0.031190872192382812
ingestion/FLOAT,FLOAT,GZIP,GORILLA,0.0415022611618042,0.032663369178771974
ingestion/FLOAT,FLOAT,GZIP,PLAIN,0.04176106452941895,0.032665348052978514
ingestion/FLOAT,FLOAT,GZIP,SPRINTZ,0.042957735061645505,0.033960270881652835
ingestion/FLOAT,FLOAT,GZIP,RLBE,0.04137210845947266,0.032176780700683597
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RAKE,0.040622806549072264,0.031196022033691408
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLE,0.04147262573242187,0.029508376121520997
ingestion/FLOAT,FLOAT,UNCOMPRESSED,TS_2DIFF,0.045032191276550296,0.019559192657470702
ingestion/FLOAT,FLOAT,UNCOMPRESSED,GORILLA,0.04137089252471924,0.01750955581665039
ingestion/FLOAT,FLOAT,UNCOMPRESSED,PLAIN,0.038939833641052246,0.01736907958984375
ingestion/FLOAT,FLOAT,UNCOMPRESSED,SPRINTZ,0.041862082481384275,0.017700052261352538
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLBE,0.042611193656921384,0.01744544506072998
ingestion/FLOAT,FLOAT,LZ4,RAKE,0.04001021385192871,0.017795705795288087
ingestion/FLOAT,FLOAT,LZ4,RLE,0.04276266098022461,0.019104433059692384
ingestion/FLOAT,FLOAT,LZ4,TS_2DIFF,0.040848922729492185,0.019453811645507812
ingestion/FLOAT,FLOAT,LZ4,GORILLA,0.04283773899078369,0.018237209320068358
ingestion/FLOAT,FLOAT,LZ4,PLAIN,0.04142158031463623,0.01819190979003906
ingestion/FLOAT,FLOAT,LZ4,SPRINTZ,0.042238807678222655,0.01817927360534668
ingestion/FLOAT,FLOAT,LZ4,RLBE,0.042578601837158205,0.018290281295776367
ingestion/FLOAT,FLOAT,SNAPPY,RAKE,0.04069533348083496,0.020687460899353027
ingestion/FLOAT,FLOAT,SNAPPY,RLE,0.03908581733703613,0.023336076736450197
ingestion/FLOAT,FLOAT,SNAPPY,TS_2DIFF,0.04015328884124756,0.023766565322875976
ingestion/FLOAT,FLOAT,SNAPPY,GORILLA,0.03961949348449707,0.02085897922515869
ingestion/FLOAT,FLOAT,SNAPPY,PLAIN,0.03862309455871582,0.019926619529724122
ingestion/FLOAT,FLOAT,SNAPPY,SPRINTZ,0.03964357376098633,0.02130579948425293
ingestion/FLOAT,FLOAT,SNAPPY,RLBE,0.038990902900695804,0.020709919929504394
ingestion/FLOAT,FLOAT,GZIP,RAKE,0.039086198806762694,0.020029067993164062
ingestion/FLOAT,FLOAT,GZIP,RLE,0.038331794738769534,0.023171091079711915
ingestion/FLOAT,FLOAT,GZIP,TS_2DIFF,0.03778231143951416,0.02311108112335205
ingestion/FLOAT,FLOAT,GZIP,GORILLA,0.03929307460784912,0.020261597633361817
ingestion/FLOAT,FLOAT,GZIP,PLAIN,0.03962862491607666,0.021056389808654784
ingestion/FLOAT,FLOAT,GZIP,SPRINTZ,0.03747987747192383,0.02089352607727051
ingestion/FLOAT,FLOAT,GZIP,RLBE,0.0407135009765625,0.02169523239135742
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RAKE,0.03900201320648193,0.021108627319335938
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLE,0.038659858703613284,0.02318854331970215
ingestion/FLOAT,FLOAT,UNCOMPRESSED,TS_2DIFF,0.03896019458770752,0.02329988479614258
ingestion/FLOAT,FLOAT,UNCOMPRESSED,GORILLA,0.03862404823303223,0.02079610824584961
ingestion/FLOAT,FLOAT,UNCOMPRESSED,PLAIN,0.038171935081481936,0.020981264114379884
ingestion/FLOAT,FLOAT,UNCOMPRESSED,SPRINTZ,0.04003593921661377,0.021817731857299804
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLBE,0.03928985595703125,0.021254134178161622
ingestion/FLOAT,FLOAT,LZ4,RAKE,0.03910741806030273,0.02113664150238037
ingestion/FLOAT,FLOAT,LZ4,RLE,0.04368736743927002,0.024267864227294923
ingestion/FLOAT,FLOAT,LZ4,TS_2DIFF,0.04573023319244385,0.024807143211364745
ingestion/FLOAT,FLOAT,LZ4,GORILLA,0.04737586975097656,0.022017526626586913
ingestion/FLOAT,FLOAT,LZ4,PLAIN,0.04637751579284668,0.022338151931762695
ingestion/FLOAT,FLOAT,LZ4,SPRINTZ,0.04541559219360351,0.02178037166595459
ingestion/FLOAT,FLOAT,LZ4,RLBE,0.04760928153991699,0.03255188465118408
ingestion/FLOAT,FLOAT,SNAPPY,RAKE,0.08516561985015869,0.01575942039489746
ingestion/FLOAT,FLOAT,SNAPPY,RLE,0.049737286567687986,0.014816784858703613
ingestion/FLOAT,FLOAT,SNAPPY,TS_2DIFF,0.05167288780212402,0.013843679428100586
ingestion/FLOAT,FLOAT,SNAPPY,GORILLA,0.048421716690063475,0.01175546646118164
ingestion/FLOAT,FLOAT,SNAPPY,PLAIN,0.047327637672424316,0.012094378471374512
ingestion/FLOAT,FLOAT,SNAPPY,SPRINTZ,0.047131919860839845,0.012296628952026368
ingestion/FLOAT,FLOAT,SNAPPY,RLBE,0.04820537567138672,0.012275242805480957
ingestion/FLOAT,FLOAT,GZIP,RAKE,0.04698970317840576,0.012023138999938964
ingestion/FLOAT,FLOAT,GZIP,RLE,0.04691002368927002,0.012171673774719238
ingestion/FLOAT,FLOAT,GZIP,TS_2DIFF,0.04916856288909912,0.012596631050109863
ingestion/FLOAT,FLOAT,GZIP,GORILLA,0.04770841598510742,0.013842105865478516
ingestion/FLOAT,FLOAT,GZIP,PLAIN,0.05072953701019287,0.013603758811950684
ingestion/FLOAT,FLOAT,GZIP,SPRINTZ,0.04972870349884033,0.012405633926391602
ingestion/FLOAT,FLOAT,GZIP,RLBE,0.04863021373748779,0.012811040878295899
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RAKE,0.04710555076599121,0.012676858901977539
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLE,0.04949231147766113,0.012711834907531739
ingestion/FLOAT,FLOAT,UNCOMPRESSED,TS_2DIFF,0.049261069297790526,0.013193964958190918
ingestion/FLOAT,FLOAT,UNCOMPRESSED,GORILLA,0.048649263381958005,0.012756943702697754
ingestion/FLOAT,FLOAT,UNCOMPRESSED,PLAIN,0.047489500045776366,0.013112759590148926
ingestion/FLOAT,FLOAT,UNCOMPRESSED,SPRINTZ,0.046252870559692384,0.013541388511657714
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLBE,0.04707989692687988,0.012902665138244628
ingestion/FLOAT,FLOAT,LZ4,RAKE,0.04880144596099854,0.013013124465942383
ingestion/FLOAT,FLOAT,LZ4,RLE,0.046624255180358884,0.013315963745117187
ingestion/FLOAT,FLOAT,LZ4,TS_2DIFF,0.049927568435668944,0.013018441200256348
ingestion/FLOAT,FLOAT,LZ4,GORILLA,0.04867713451385498,0.013000583648681641
ingestion/FLOAT,FLOAT,LZ4,PLAIN,0.04859483242034912,0.013359498977661134
ingestion/FLOAT,FLOAT,LZ4,SPRINTZ,0.05028066635131836,0.013537454605102538
ingestion/FLOAT,FLOAT,LZ4,RLBE,0.049532604217529294,0.013393259048461914
ingestion/DOUBLE,DOUBLE,SNAPPY,RAKE,0.0818554401397705,0.014098930358886718
ingestion/DOUBLE,DOUBLE,SNAPPY,RLE,0.04173552989959717,0.009581160545349122
ingestion/DOUBLE,DOUBLE,SNAPPY,TS_2DIFF,0.04298226833343506,0.006583118438720703
ingestion/DOUBLE,DOUBLE,SNAPPY,GORILLA,0.04173786640167236,0.006064033508300782
ingestion/DOUBLE,DOUBLE,SNAPPY,PLAIN,0.04112248420715332,0.006161022186279297
ingestion/DOUBLE,DOUBLE,SNAPPY,SPRINTZ,0.0402108907699585,0.007370615005493164
ingestion/DOUBLE,DOUBLE,SNAPPY,RLBE,0.03628802299499512,0.006126022338867188
ingestion/DOUBLE,DOUBLE,GZIP,RAKE,0.037583327293395995,0.004522132873535156
ingestion/DOUBLE,DOUBLE,GZIP,RLE,0.044631004333496094,0.010570716857910157
ingestion/DOUBLE,DOUBLE,GZIP,TS_2DIFF,0.044324088096618655,0.011408758163452149
ingestion/DOUBLE,DOUBLE,GZIP,GORILLA,0.04365558624267578,0.009426116943359375
ingestion/DOUBLE,DOUBLE,GZIP,PLAIN,0.043759608268737794,0.005623292922973633
ingestion/DOUBLE,DOUBLE,GZIP,SPRINTZ,0.04460597038269043,0.006409549713134765
ingestion/DOUBLE,DOUBLE,GZIP,RLBE,0.0430490255355835,0.010355496406555175
ingestion/DOUBLE,DOUBLE,UNCOMPRESSED,RAKE,0.04453465938568115,0.009160733222961426
ingestion/DOUBLE,DOUBLE,UNCOMPRESSED,RLE,0.04319219589233399,0.005548715591430664
ingestion/DOUBLE,DOUBLE,UNCOMPRESSED,TS_2DIFF,0.043904876708984374,0.006503963470458984
ingestion/DOUBLE,DOUBLE,UNCOMPRESSED,GORILLA,0.04494433403015137,0.009626507759094238
ingestion/DOUBLE,DOUBLE,UNCOMPRESSED,PLAIN,0.04426960945129395,0.010284972190856934
ingestion/DOUBLE,DOUBLE,UNCOMPRESSED,SPRINTZ,0.04455902576446533,0.008310294151306153
ingestion/DOUBLE,DOUBLE,UNCOMPRESSED,RLBE,0.04498357772827148,0.008166360855102538
ingestion/DOUBLE,DOUBLE,LZ4,RAKE,0.04430310726165772,0.006952261924743653
ingestion/DOUBLE,DOUBLE,LZ4,RLE,0.04402413368225098,0.00694127082824707
ingestion/DOUBLE,DOUBLE,LZ4,TS_2DIFF,0.04344122409820557,0.008772969245910645
ingestion/DOUBLE,DOUBLE,LZ4,GORILLA,0.04383401870727539,0.005755019187927246
ingestion/DOUBLE,DOUBLE,LZ4,PLAIN,0.0439415693283081,0.007068538665771484
